,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,MRT fog,C.I MRT fog,P.I MRT fog,MRT cloud,C.I MRT cloud,P.I MRT cloud,dropout per time,throughput per time,arrival rate
0,2630.462537246411,"(2502.33082995461, 2758.594244538212)","(381.76020048380497, 4879.164874009017)",120.53340977014177,"(113.60435320975628, 127.46246633052726)","(-1.0710393410750925, 242.13785888135862)",2429.0092944094235,"(2307.9416086724686, 2550.0769801463784)","(304.2800327979053, 4553.738556020942)",80.819833066846,"(74.92247945298492, 86.71718668070709)","(-22.67830281613257, 184.31796894982458)",598.0522,0.0614,0.01
