,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,MRT fog,C.I MRT fog,P.I MRT fog,MRT cloud,C.I MRT cloud,P.I MRT cloud,dropout per time,throughput per time,arrival rate
0,2499.2992130682237,"(2372.77252040605, 2625.8259057303976)","(225.336091600087, 4773.262334536361)",139.08938735524706,"(132.30701264457258, 145.87176206592153)","(17.19518745522315, 260.98358725527095)",2288.8348807748566,"(2168.784724094177, 2408.8850374555363)","(131.26936416707076, 4446.400397382642)",71.27494493812016,"(66.16601684430805, 76.38387303193227)","(-20.543736409854304, 163.0936262860946)",238.3226,0.0644,0.025
