,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,MRT fog,C.I MRT fog,P.I MRT fog,MRT cloud,C.I MRT cloud,P.I MRT cloud,dropout per time,throughput per time,arrival rate
0,2495.0676843024403,"(2361.3095404510586, 2628.825828153822)","(50.54840445346963, 4939.586964151411)",126.55388691691927,"(119.90374816604385, 133.20402566779467)","(5.018166383535075, 248.08960745030345)",2273.0272911306392,"(2144.691938515368, 2401.3626437459106)","(-72.38686251385843, 4618.441444775137)",95.3865062548815,"(89.8391050413308, 100.9339074684322)","(-5.995950387531153, 196.76896289729416)",118.464,0.0666,0.05
