,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,MRT fog,C.I MRT fog,P.I MRT fog,MRT cloud,C.I MRT cloud,P.I MRT cloud,dropout per time,throughput per time,arrival rate
0,2509.3500775347316,"(2383.023231880573, 2635.67692318889)","(156.14168031900954, 4862.558474750454)",129.9139214548995,"(123.02318050245752, 136.80466240734148)","(1.553639929965243, 258.2742029798338)",2317.32111010743,"(2198.9871777709886, 2435.655042443871)","(113.00419070919952, 4521.638029505661)",62.01504597240199,"(57.35085128583839, 66.6792406589656)","(-24.869274188006344, 148.89936613281031)",238.7084,0.0692,0.025
