,system time,CI system time,PI system time,edge time,CI edge time,PI edge time,fog time,CI fog time,PI fog time,cloud time,CI cloud time,PI cloud time,dropout,CI dropout,PI dropout,throughput,CI throughput,PI throughput,arrival rate
0,"[2557.1045410661304, 2508.950352030516, 2511.7624533138164]","[(2515.845306212536, 2598.363775919725), (2437.911621050802, 2579.9890830102304), (2456.960567923165, 2566.564338704468)]","[(2456.0404684971677, 2658.168613635093), (2334.9417091553723, 2682.95899490566), (2377.5257971642363, 2645.9991094633965)]","[136.3716366486586, 138.02304813643403, 127.17046262182775]","[(129.76247167268033, 142.98080162463688), (126.76631778589537, 149.2797784869727), (118.1952561361919, 136.14566910746362)]","[(120.18255483163797, 152.56071846567926), (110.44980260551348, 165.5962936673546), (105.18578639590166, 149.15513884775385)]","[2336.0170029594537, 2267.257793076952, 2287.3043346760314]","[(2285.0777840203086, 2386.956221898599), (2169.2663096967112, 2365.249276457193), (2222.047425809994, 2352.561243542069)]","[(2211.2419086626314, 2460.792097256276), (2027.228659656944, 2507.2869264969604), (2127.458205762936, 2447.150463589127)]","[84.61590145801839, 103.56951081713018, 97.187656015957]","[(72.87277696189888, 96.35902595413789), (55.70490254911693, 151.43411908514344), (66.39522764389403, 127.98008438801997)]","[(55.85123845654779, 113.38056445948898), (-13.674356177703174, 220.81337781196353), (21.761918563203025, 172.61339346871097)]","[238.50807999999998, 598.5231200000001, 118.53224]","[(238.33820005442868, 238.67795994557127), (598.271230250287, 598.7750097497131), (118.44468243897488, 118.61979756102512)]","[(238.0919608158185, 238.92419918418145), (597.9061186417657, 599.1401213582344), (118.31776865236586, 118.74671134763415)]","[0.06588000000000001, 0.06436, 0.06416]","[(0.06469995010752862, 0.0670600498924714), (0.0625591256606701, 0.0661608743393299), (0.061694419882549215, 0.06662558011745078)]","[(0.06298947989241893, 0.06877052010758108), (0.05994877677776997, 0.06877122322223003), (0.05812058679229417, 0.07019941320770583)]","[0.025, 0.01, 0.05]"
