,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,edge utilization,MRT fog,C.I MRT fog,P.I MRT fog,fog utilization,MRT cloud,C.I MRT cloud,P.I MRT cloud,cloud utilization,dropout per time,throughput per time,arrival rate
0,2509.9316462426486,"(2379.238400360816, 2640.6248921244814)","(121.42542071399066, 4898.437871771306)",141.42901221112973,"(134.29298207623432, 148.56504234602514)","(11.01330260232072, 271.84472181993874)",0.9985155350522469,2289.6600023241594,"(2167.960831164999, 2411.35917348332)","(65.52649034334536, 4513.7935143049735)",0.49438074856456615,78.74263170735952,"(72.95862572882918, 84.52663768588987)","(-26.963934802632465, 184.44919821735152)",0.8055240627824987,148.6788,0.0666,0.04
