,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,edge utilization,MRT fog,C.I MRT fog,P.I MRT fog,fog utilization,MRT cloud,C.I MRT cloud,P.I MRT cloud,cloud utilization,dropout per time,throughput per time,arrival rate
0,2551.6434030313894,"(2408.202840482661, 2695.083965580118)","(130.08799988153487, 4973.198806181244)",116.86980063251471,"(110.88882829433886, 122.85077297069056)","(15.899366438355443, 217.84023482667396)",0.9986191580611193,2346.032320364153,"(2209.049965781155, 2483.0146749471505)","(33.504016078108634, 4658.5606246501975)",0.49633633721418235,88.64128203472093,"(81.64406907928202, 95.63849499015984)","(-29.485268350754282, 206.76783242019616)",0.7869638143806773,398.5662,0.0568,0.015
