,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,edge utilization,MRT fog,C.I MRT fog,P.I MRT fog,fog utilization,MRT cloud,C.I MRT cloud,P.I MRT cloud,cloud utilization,dropout per time,throughput per time,arrival rate
0,2606.2598360034376,"(2480.3633480770122, 2732.156323929863)","(267.836359190062, 4944.683312816813)",153.77739513687473,"(145.64993827284997, 161.9048520008995)","(2.8165839923223643, 304.7382062814271)",0.9983917815918953,2291.7886144286867,"(2175.016867220846, 2408.5603616365274)","(122.84967421845204, 4460.727554638921)",0.49559040945563304,160.59382643787623,"(150.97183946347775, 170.2158134122747)","(-18.12664944764012, 339.31430232339255)",0.9174236295383651,398.3252,0.0688,0.015
