,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,edge utilization,MRT fog,C.I MRT fog,P.I MRT fog,fog utilization,MRT cloud,C.I MRT cloud,P.I MRT cloud,cloud utilization,dropout per time,throughput per time,arrival rate
0,2496.451642887981,"(2369.5698556108964, 2623.3334301650657)","(129.5025931544801, 4863.400692621482)",125.00538848398772,"(118.83717827361653, 131.1735986943589)","(9.93891906145815, 240.07185790651727)",0.9982794089130514,2286.0617359268185,"(2165.9466589221156, 2406.1768129315215)","(45.34402949919058, 4526.7794423544465)",0.49768910674825745,85.28451847717497,"(79.71994074812844, 90.8490962062215)","(-18.521333021211476, 189.09036997556143)",0.8560082190975782,598.591,0.0694,0.01
