,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,edge utilization,MRT fog,C.I MRT fog,P.I MRT fog,fog utilization,MRT cloud,C.I MRT cloud,P.I MRT cloud,cloud utilization,dropout per time,throughput per time,arrival rate
0,2575.3930908970847,"(2454.899338099402, 2695.8868436947673)","(295.5442981368483, 4855.2418836573215)",142.60630143296515,"(135.50106483720145, 149.71153802872885)","(8.168916099579974, 277.04368676635033)",0.9991553837638799,2329.8405280005404,"(2215.0565475673166, 2444.6245084337643)","(158.0256982450437, 4501.655357756037)",0.49842208541064936,102.84626146357922,"(96.8005166487745, 108.89200627838395)","(-11.544598621194325, 217.23712154835277)",0.8426001848531774,148.6,0.0714,0.04
