,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,edge utilization,MRT fog,C.I MRT fog,P.I MRT fog,fog utilization,MRT cloud,C.I MRT cloud,P.I MRT cloud,cloud utilization,dropout per time,throughput per time,arrival rate
0,2544.0227238249695,"(2419.323166394254, 2668.722281255685)","(194.50303539654033, 4893.542412253399)",137.1012140935641,"(130.26648207106876, 143.93594611605943)","(8.32499561414275, 265.8774325729854)",0.9992309145364057,2325.943075507363,"(2206.9671246778476, 2444.9190263368787)","(84.26439851003124, 4567.621752504695)",0.4945882216514528,80.87843422404292,"(75.66290485464963, 86.09396359343621)","(-17.389668658155983, 179.14653710624182)",0.839869421602698,198.58,0.0708,0.03
