,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,edge utilization,MRT fog,C.I MRT fog,P.I MRT fog,fog utilization,MRT cloud,C.I MRT cloud,P.I MRT cloud,cloud utilization,dropout per time,throughput per time,arrival rate
0,2677.4949052144366,"(2546.1110563801794, 2808.8787540486937)","(294.4077316827038, 5060.582078746169)",133.39367120998614,"(126.75696110659044, 140.03038131338184)","(13.014653072051047, 253.77268934792124)",0.9986412580272623,2441.288038273544,"(2319.3434910352007, 2563.232585511887)","(229.4142883087984, 4653.161788238289)",0.4947985274137092,102.71319573090642,"(96.20096897868953, 109.22542248312331)","(-15.407898924464945, 220.8342903862778)",0.8549383555611264,148.63,0.0656,0.04
