,edge arrival time,edge wait time,edge service time,edge departure time,fog arrival time,fog wait time,fog service time,fog departure time,cloud arrival time,cloud wait time,cloud service time,cloud departure time
0,0.025,0.0,0.3142947105725167,0.3392947105725167,0.3892947105725167,0.0,67.35335202238797,67.74264673296048,67.79264673296048,0.0,10.741565987457445,78.53421272041793
1,0.07500000000000001,0.0,5.214130290599045,5.289130290599045,5.339130290599045,53.79737600764031,10.977328015393875,70.11383431363323,70.16383431363323,0.0,8.62635119553711,78.79018550917034
2,0.175,1.2505982867911098,5.377006142176129,6.802604428967239,6.852604428967239,63.261229884665994,10.87708486905927,80.99091918269251,81.0409191826925,0.0,2.7931416843990404,83.83406086709155
3,0.125,0.0,1.30059828679111,1.42559828679111,1.47559828679111,0.0,24.119162400775018,25.59476068756613,25.64476068756613,0.0,78.89139225933512,104.53615294690125
4,0.05,0.0,5.409913606841926,5.459913606841925,5.509913606841925,62.23273312611855,40.02970693952148,107.77235367248196,107.82235367248195,0.0,6.392620877148822,114.21497454963077
5,0.05,0.0,2.673861368505786,2.7238613685057858,2.7738613685057856,22.820899319060345,33.541745610673225,59.136506298239354,59.18650629823935,0.0,60.24449325301623,119.43099955125558
6,0.1,8.634305888292802,1.4944373261775257,10.228743214470327,10.278743214470328,131.6737535599079,24.28422563951736,166.2367224138956,166.2867224138956,0.0,2.7276962273059486,169.01441864120156
7,0.1,5.189130290599046,1.9130536289730857,7.202183919572132,7.252183919572132,73.73873526312038,7.796434153544266,88.78735333623678,88.83735333623677,0.0,81.44769391936707,170.28504725560384
8,0.025,0.0,7.318514760765576,7.343514760765577,7.3935147607655765,81.3938385754712,47.12482716136912,135.9121804976059,135.9621804976059,0.0,42.25265132990368,178.21483182750958
9,0.05,0.2892947105725167,8.642629535359262,8.98192424593178,9.03192424593178,126.88025625167413,6.040316276772313,141.95249677437823,142.00249677437824,0.0,55.1000439964361,197.10254077081436
10,0.07500000000000001,2.6488613685057856,6.010444519787016,8.734305888292802,8.784305888292803,98.98804778418915,60.631126623910106,168.40348029639205,168.45348029639206,0.5609383448095002,31.10819979758378,200.12261843878534
11,0.125,7.077183919572132,3.196542857880495,10.398726777452627,10.448726777452627,155.78799563644296,33.06893228159188,199.30565469548748,199.3556546954875,0.0,108.0083702277772,307.3640249232647
12,0.07500000000000001,8.90692424593178,3.1372646783224427,12.119188924254223,12.169188924254223,269.40514358813897,11.400009834020674,292.9743423464139,293.0243423464139,14.339682576850805,17.124699083660705,324.4887240069254
13,0.125,5.334913606841925,4.952151809127901,10.412065415969828,10.462065415969828,157.94141488042223,89.88821533082063,258.2916956272127,258.3416956272127,0.0,75.2041751431377,333.5458707703504
14,0.175,6.627604428967239,4.555757323378897,11.358361752346136,11.408361752346137,267.10950002638845,3.0564707336586325,281.5743325123932,281.6243325123932,0.0,53.00358858035344,334.62792109274665
15,0.05,7.293514760765577,3.080066607450344,10.42358136821592,10.473581368215921,188.83207332727156,79.2122070832471,278.5178617787346,278.5678617787346,0.0,58.402596741943135,336.9704585206777
16,0.15,10.262065415969827,0.7116952460658043,11.123760662035632,11.173760662035633,247.11793496517703,88.2354796909514,346.52717531816404,346.57717531816405,0.0,10.41755543331256,356.9947307514766
17,0.1,14.761415955567408,0.5418945001411475,15.403310455708555,15.453310455708555,345.6308778931299,25.79037394504336,386.8745622938818,386.9245622938818,0.0,5.584396813160188,392.508959107042
18,0.1,12.019188924254223,2.7422270313131842,14.861415955567407,14.911415955567408,331.61575936259663,14.557013030674405,361.08418834883844,361.13418834883845,0.0,68.81530281635246,429.9494911651909
19,0.175,10.223726777452626,4.115728758410514,14.514455535863139,14.56445553586314,278.40988681055074,92.47305730136324,385.44739964777716,385.4973996477772,0.0,80.38262641292461,465.88002606070177
20,0.175,10.948760662035632,5.760045898383886,16.88380656041952,16.93380656041952,368.51359308735766,51.295936763299615,436.7433364110768,436.79333641107684,0.0,47.43148112922496,484.2248175403018
21,0.3,14.214455535863138,5.215143072738054,19.729598608601194,19.779598608601194,367.0949636852806,31.60568973262465,418.4802520265065,418.5302520265065,0.0,74.72068847544296,493.25094050194946
22,0.37500000000000006,20.468663447599027,0.8422181730177132,21.68588162061674,21.73588162061674,415.0074547904601,22.05178225736913,458.795118668446,458.845118668446,7.034907392255775,37.38553163669934,503.2655576974011
23,0.22499999999999998,15.178310455708555,6.599338011843199,22.002648467551754,22.052648467551755,436.7424702008942,44.36856843575099,503.1636871041969,503.21368710419694,0.0518705932041712,16.414480680476803,519.680038377878
24,0.175,16.708806560419518,3.252168344690378,20.135974905109897,20.185974905109898,398.2942771213966,13.446636408064288,431.9268884345708,431.9768884345708,0.0,90.17555276420701,522.1524411987779
25,0.19999999999999998,11.158361752346137,11.309946187865847,22.66830794021198,22.718307940211982,461.0652398670324,7.3293069383295295,491.11285474557394,491.16285474557395,2.0880857563755058,116.75280512600888,610.0037456279583
26,0.27499999999999997,23.128059754597704,0.111736007199693,23.514795761797398,23.5647957617974,479.5988913423995,96.94961695608508,600.113304060282,600.1633040602819,0.0,49.013972636421464,649.1772766967034
27,0.19999999999999998,19.935974905109898,5.743585224600834,25.879560129710732,25.929560129710733,574.1837439305713,4.104235094065655,604.2175391543476,604.2675391543476,5.736206473610764,50.59740126758431,660.6011468955427
28,0.3,19.429598608601193,1.114064838997836,20.843663447599027,20.893663447599028,411.0332249869718,51.856659372673526,483.78354780724436,483.8335478072444,0.3912697330574133,178.2764780195846,662.5012955598863
