,edge arrival time,edge wait time,edge service time,edge departure time,fog arrival time,fog wait time,fog service time,fog departure time,cloud arrival time,cloud wait time,cloud service time,cloud departure time
0,0.01,0.0,0.08661553075927236,0.09661553075927236,0.14661553075927236,0.0,11.304270006044813,11.450885536804085,11.500885536804086,0.0,38.14765482826684,49.64854036507092
1,0.03,0.0,0.3270954217315537,0.35709542173155373,0.4070954217315537,11.04379011507253,25.913715032107138,37.36460056891122,37.41460056891122,0.0,25.229824475224582,62.6444250441358
2,0.03,0.0,0.006718079740779823,0.03671807974077982,0.08671807974077983,0.0,59.56540512917208,59.652123208912855,59.70212320891285,0.0,23.418734695102263,83.12085790401511
3,0.060000000000000005,0.0,2.45808750727774,2.5180875072777402,2.56808750727774,34.79651306163348,90.74018212010488,128.1047826890161,128.15478268901612,0.0,2.195642867954709,130.35042555697083
4,0.01,0.08661553075927236,2.5031437331590265,2.5997592639182985,2.6497592639182983,57.002363944994556,57.73406713956257,117.38619034847542,117.43619034847542,0.0,21.211513165573223,138.64770351404866
5,0.04,0.31709542173155375,5.069847826593162,5.426943248324716,5.476943248324716,122.62783944069139,8.522767762251869,136.62755045126798,136.677550451268,0.0,27.04103006218233,163.71858051345032
6,0.02,0.0,6.357950534383205,6.377950534383205,6.427950534383204,130.19959991688478,46.29905307555825,182.92660352682623,182.97660352682624,0.0,7.883188205309823,190.85979173213607
7,0.05,5.376943248324716,3.2207356820468087,8.647678930371525,8.697678930371525,174.2289245964547,7.67969672128357,190.6063002481098,190.6563002481098,0.0,14.533678440653672,205.18997868876346
8,0.02,2.5797592639182985,1.5986203335336067,4.198379597451905,4.248379597451905,113.13781075102352,32.875340918640106,150.26153126711552,150.31153126711553,0.0,56.96526476000704,207.27679602712257
9,0.09,2.4280875072777404,7.129823434873458,9.6479109421512,9.6979109421512,180.9083893059586,17.348968896148904,207.9552691442587,208.0052691442587,0.0,43.855503245675656,251.86077238993437
10,0.02,6.357950534383205,0.37145617082270665,6.749406705205912,6.799406705205912,169.28513195249522,45.18307426495837,221.2676129226595,221.31761292265952,0.0,32.894952989539696,254.2125659121992
11,0.05,0.0,6.49192433007388,6.54192433007388,6.59192433007388,143.66960693704164,25.823007390585612,176.08453865770113,176.13453865770114,0.0,81.45514964017464,257.5896882978758
12,0.03,6.719406705205912,4.524671900205331,11.274078605411244,11.324078605411245,209.94353431724826,14.680530607892377,235.94814353055187,235.99814353055189,0.0,55.13184973746383,291.1299932680157
13,0.060000000000000005,8.587678930371524,3.428952996202603,12.076631926574127,12.126631926574127,248.29894682301455,18.802926230055064,279.22850497964373,279.27850497964374,11.851488288371968,6.038710415267159,297.16870368328284
14,0.04,4.158379597451905,7.119842916038166,11.31822251349007,11.368222513490071,224.5799210170618,41.481258732177544,277.4294022627294,277.4794022627294,0.0,51.965719113591746,329.44512137632114
15,0.01,0.0,11.447304662528062,11.457304662528061,11.507304662528062,236.9327589577736,11.985515129287014,260.4255787495887,260.4755787495887,0.0,77.13614527236966,337.61172402195837
16,0.05,12.085180456011903,3.676072045381957,15.81125250139386,15.86125250139386,289.7319388990027,33.56492526873667,339.1581166691333,339.2081166691333,0.0,5.735066419185528,344.9431830883188
17,0.04,11.234078605411245,3.3115274074853245,14.58560601289657,14.63560601289657,264.59289896674716,65.86056414029483,345.0890691199386,345.1390691199386,0.0,45.70292967791716,390.84199879785575
18,0.09999999999999999,10.459534222133302,5.394358796379536,15.953893018512836,16.003893018512837,323.15422365062045,4.393901246782934,343.5520179159162,343.60201791591624,0.0,54.46966601313914,398.0716839290554
19,0.10999999999999999,15.843893018512837,3.443326680604526,19.397219699117365,19.447219699117365,325.64184942082125,17.778543591323885,362.8676127112625,362.9176127112625,27.924386086593245,13.650369420577658,404.4923682184334
20,0.04,15.92297729355353,4.344965979223257,20.307943272776786,20.357943272776787,342.50966943848573,5.1394632474589335,368.00707595872143,368.05707595872144,30.01460797033394,16.945121664825482,415.01680559388086
21,0.09999999999999999,9.5479109421512,0.9116232799821014,10.559534222133301,10.609534222133302,197.3457349221254,40.48479447604295,248.44006362030166,248.49006362030167,3.3707087696326994,216.09949038801082,467.96026277794516
22,0.04,14.54560601289657,1.3773712806569578,15.962977293553529,16.01297729355353,327.5390406223627,103.04367345144217,446.59569136735837,446.6456913673584,0.0,35.88700820099239,482.5326995683508
23,0.12999999999999998,22.27102183851386,0.16881869934649357,22.569840537860355,22.619840537860355,401.95437852618943,81.96449988956797,506.5387189536178,506.5887189536178,0.0,3.920584434784949,510.5093033884027
24,0.09,15.72125250139386,6.761597891678932,22.57285039307279,22.62285039307279,423.9728409742856,66.13381255617868,512.7295039235371,512.779503923537,0.0,15.9363511852031,528.7158551087401
25,0.11999999999999998,19.277219699117364,3.003802139396494,22.40102183851386,22.45102183851386,345.5560541202076,56.567143105328356,424.57421906404977,424.6242190640498,0.0,139.04075416694062,563.6649732309904
26,0.09999999999999999,22.47285039307279,2.18244600266791,24.7552963957407,24.8052963957407,535.9223741235111,5.6217818817883805,566.3494524010401,566.3994524010401,0.0,27.26769531562192,593.667147716662
27,0.05,11.26822251349007,0.8169579425218345,12.135180456011904,12.185180456011905,265.2442218067175,28.163789137667113,305.59319140039656,305.6431914003966,0.0,310.5471070166874,616.190298417084
28,0.05,20.257943272776785,3.7200760257140004,24.028019298490786,24.078019298490787,482.460699655127,71.05104778313658,577.5897667367543,577.6397667367543,0.0,41.45067678854172,619.090443525296
