,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,MRT fog,C.I MRT fog,P.I MRT fog,MRT cloud,C.I MRT cloud,P.I MRT cloud,dropout per time,throughput per time,arrival rate
0,2588.770404441255,"(2461.926169914442, 2715.6146389680675)","(192.11916567675735, 4985.421643205753)",142.9758938588738,"(136.05634337391064, 149.89544434383697)","(12.234837291774227, 273.7169504259734)",2374.838151630113,"(2255.3356233643044, 2494.3406798959213)","(116.9043679452243, 4632.771935315001)",70.85635895226756,"(66.26541411630829, 75.44730378822682)","(-15.886989448604737, 157.59970735313985)",118.457,0.0712,0.05
