,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,MRT fog,C.I MRT fog,P.I MRT fog,MRT cloud,C.I MRT cloud,P.I MRT cloud,dropout per time,throughput per time,arrival rate
0,2499.3696122557276,"(2370.9295065216056, 2627.8097179898496)","(166.13922261832522, 4832.60000189313)",141.18410726096764,"(133.8252009573551, 148.54301356458018)","(7.502935605551215, 274.86527891638406)",2225.7068227017435,"(2111.4292879041845, 2339.9843574993024)","(149.75231053043672, 4301.66133487305)",132.37868229301614,"(123.22729206666901, 141.53007251936327)","(-33.864576862689034, 298.6219414487213)",598.6506,0.0658,0.01
