,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,MRT fog,C.I MRT fog,P.I MRT fog,MRT cloud,C.I MRT cloud,P.I MRT cloud,dropout per time,throughput per time,arrival rate
0,2513.533542243922,"(2384.351456268761, 2642.715628219083)","(184.67036796972116, 4842.396716518123)",147.00910362128536,"(139.90386194204112, 154.1143453005296)","(18.917537625890247, 275.1006696166805)",2285.26918588155,"(2164.203112634051, 2406.335259129049)","(102.71951181686745, 4467.818859946233)",81.15525274108637,"(75.0439903475475, 87.26651513462524)","(-29.017096847509436, 191.32760232968218)",238.2764,0.0648,0.025
