,MRT system,C.I MRT system,P.I MRT system,MRT edge,C.I MRT edge,P.I MRT edge,MRT fog,C.I MRT fog,P.I MRT fog,MRT cloud,C.I MRT cloud,P.I MRT cloud,dropout per time,throughput per time,arrival rate
0,2586.7325883228,"(2457.676159291811, 2715.789017353789)","(231.67375591142354, 4941.791420734176)",139.04643502591753,"(132.1161700103121, 145.97670004152297)","(12.580965940033437, 265.51190411180164)",2388.640275552082,"(2267.9112197883246, 2509.3693313158396)","(185.54174539787482, 4591.738805706289)",58.94587774480029,"(54.126247488014286, 63.7655080015863)","(-29.004121262808177, 146.89587675240875)",598.4586,0.0664,0.01
